prospect_id,referrer_member_id,contact_id,annual_meeting_id,first_touch,interest_score,note
PROQHS853K,M049,P00073,AM-2025,2025-06-25T12:58:00,4,Asked about pricing
PRO7HC4AS9,M049,P00011,AM-2024,2025-06-25T18:46:00,3,Referred by current member
PRORG5X61Z,M049,P00278,AM-2025,2025-06-25T14:18:00,1,Interested in demo
PRO8L6AQFC,M049,P00411,AM-2025,2025-06-25T13:57:00,2,Follow up after event
PRON8VURXZ,M049,P00206,AM-2024,2025-06-25T10:57:00,3,Follow up after event
PROSXSX1D7,M049,P00213,AM-2025,2025-06-25T11:57:00,5,Wants to host a chapter event
PRO2SWXU4Q,M049,P00209,AM-2024,2025-06-25T10:12:00,1,Asked about pricing
PROJ56R8HY,M049,P00134,AM-2025,2025-06-25T13:42:00,3,Lapsed last year — re-engaging
PRO7Y7C0KE,M049,P00318,AM-2025,2025-06-25T14:04:00,4,Wants case study
PROJQX37MO,M049,P00042,AM-2025,2025-06-25T15:36:00,2,Asked about pricing
PRO51VM0C0,M049,P00151,AM-2025,2025-06-25T16:08:00,4,Considering upgrade to Enterprise
PROVMLSEJW,M049,P00138,AM-2025,2025-06-25T12:19:00,2,Wants case study
PRO5BMOA2Y,M049,P00048,AM-2025,2025-06-25T14:34:00,5,
PRO8XOGX87,M049,P00012,AM-2024,2025-06-25T15:46:00,4,Asked about pricing
PROC1PMJCI,M049,P00186,AM-2025,2025-06-25T13:24:00,3,Follow up after event
PROH32WQJ4,M049,P00220,AM-2025,2025-06-25T20:21:00,5,Wants case study
PRO3A24FB5,M049,P00344,AM-2025,2025-06-25T13:27:00,2,Lapsed last year — re-engaging
PRO7GRC54P,M049,P00167,AM-2025,2025-06-25T20:32:00,3,Asked about corporate tier
PROV4CILPF,M049,P00378,AM-2025,2025-06-25T19:50:00,3,Follow up after event
PROJDTIWCT,M049,P00261,AM-2024,2025-06-25T14:45:00,4,Wants case study
PROIWSID1N,M049,P00419,AM-2025,2025-06-25T13:30:00,1,Follow up after event
PROND2UY6J,M049,P00271,AM-2024,2025-06-25T14:19:00,4,Renewal candidate
PROXN04ISD,M049,P00333,AM-2024,2025-06-25T14:28:00,4,Interested in demo
PRO3G2X3CS,M049,P00227,AM-2025,2025-06-25T11:28:00,4,Wants case study
PROYI96OH1,M049,P00359,AM-2025,2025-06-25T14:47:00,4,Referred by current member
PROK4MVLWC,M049,P00197,AM-2025,2025-06-25T15:11:00,4,Follow up after event
PROV2R8F0O,M049,P00354,AM-2025,2025-06-25T12:37:00,5,Asked about corporate tier
PRONRR22O1,M049,P00308,AM-2024,2025-06-25T19:11:00,4,Asked about corporate tier
PRO35XS69U,M049,P00250,AM-2024,2025-06-25T09:56:00,3,Wants case study
PRO760EK1E,M049,P00027,AM-2024,2025-06-25T12:09:00,2,Follow up after event
PRO9MQUH71,M049,P00412,AM-2025,2025-06-25T19:06:00,5,Asked about pricing
PROXY4FJ8U,M049,P00304,AM-2024,2025-06-25T20:46:00,4,Wants case study
PROZVO9PEG,M049,P00364,AM-2025,2025-06-25T14:45:00,3,Follow up after event
PRO0Z6DYEL,M049,P00402,AM-2025,2025-06-25T20:42:00,2,Interested in demo
PROJC00YBJ,M049,P00210,AM-2025,2025-06-25T09:14:00,2,Follow up after event
PROVT89I2Y,M049,P00218,AM-2024,2025-06-25T09:43:00,5,Renewal candidate
PROMRXEEW3,M049,P00254,AM-2024,2025-06-25T19:56:00,3,Interested in demo
PROO3WISEL,M049,P00163,AM-2024,2025-06-25T10:15:00,3,Wants case study
PRO5S5QLRN,M049,P00018,AM-2025,2025-06-25T11:42:00,2,Lapsed last year — re-engaging
PROS9F3566,M049,P00153,AM-2024,2025-06-25T14:46:00,5,Asked about pricing
PROIBKN1O5,M049,P00281,AM-2024,2025-06-25T11:01:00,2,Renewal candidate
PROG2FUS0S,M049,P00049,AM-2025,2025-06-25T13:55:00,1,Interested in certification track
PROFTSDBRZ,M049,P00408,AM-2024,2025-06-25T15:08:00,4,Interested in demo
PROJ02T7ON,M049,P00089,AM-2025,2025-06-25T09:09:00,4,Lapsed last year — re-engaging
PRO11PQVBS,M049,P00144,AM-2025,2025-06-25T15:49:00,3,Lapsed last year — re-engaging
PROTT8Z39B,M049,P00007,AM-2024,2025-06-25T20:09:00,2,Requested member-only research
PRO95YXXY2,M049,P00055,AM-2024,2025-06-25T15:25:00,2,Wants to host a chapter event
PROSI7ACJS,M049,P00361,AM-2024,2025-06-25T09:16:00,1,Asked about corporate tier
PROA7GM68D,M049,P00171,AM-2025,2025-06-25T16:54:00,3,Considering upgrade to Enterprise
PROPQCB8DA,M049,P00383,AM-2025,2025-06-25T14:19:00,1,Asked about pricing
PROJ3RYY2T,M049,P00341,AM-2025,2025-06-25T09:25:00,4,Follow up after event
PROBPAQB64,M049,P00195,AM-2024,2025-06-25T17:48:00,2,Interested in demo
PROJAIJ4B5,M049,P00399,AM-2024,2025-06-25T14:39:00,1,Referred by current member
PROHFBCSQU,M049,P00004,AM-2025,2025-06-25T14:47:00,2,Interested in certification track
PROAO12Y6Y,M049,P00060,AM-2024,2025-06-25T17:09:00,5,Asked about pricing
PROOA17PTE,M049,P00319,AM-2024,2025-06-25T19:46:00,4,Asked about pricing
PROD45TEH0,M049,P00285,AM-2024,2025-06-25T16:51:00,3,Asked about pricing
PROKW7B5EG,M049,P00157,AM-2025,2025-06-25T11:54:00,5,Interested in certification track
PROO3VZR75,M049,P00314,AM-2024,2025-06-25T11:12:00,3,Referred by current member
PRO83TODJD,M049,P00028,AM-2025,2025-06-25T10:11:00,3,Follow up after event
PRONZL6IHH,M049,P00365,AM-2025,2025-06-25T13:58:00,4,
PROYS1ZISQ,M019,P00420,AM-2024,2025-06-25T16:05:00,2,Wants case study
PROHAMCKER,M019,P00338,AM-2025,2025-06-25T13:23:00,2,Asked about pricing
PRO2MTDC3D,M019,P00332,AM-2024,2025-06-25T15:16:00,2,Wants case study
PROHHH7IXI,M019,P00410,AM-2024,2025-06-25T18:31:00,2,Wants case study
PRO806SCC4,M019,P00379,AM-2025,2025-06-25T16:08:00,5,Wants case study
PRO6L12YIB,M019,P00084,AM-2024,2025-06-25T14:40:00,3,Wants case study
PROSMOLEKX,M019,P00146,AM-2025,2025-06-25T13:47:00,5,Asked about pricing
PRO9K3911H,M019,P00031,AM-2025,2025-06-25T19:24:00,2,Interested in demo
PROQEDR5OM,M019,P00263,AM-2025,2025-06-25T13:52:00,3,Renewal candidate
PRO1DK2YPE,M019,P00097,AM-2024,2025-06-25T11:52:00,3,Interested in demo
PROG57A95P,M019,P00336,AM-2024,2025-06-25T12:43:00,2,
PRONTL98ES,M019,P00183,AM-2024,2025-06-25T09:20:00,3,
PROZUG4N2R,M019,P00247,AM-2025,2025-06-25T10:56:00,4,Requested member-only research
PROP9PTT7X,M019,P00407,AM-2025,2025-06-25T11:37:00,3,Asked about pricing
PRO5STBOXX,M019,P00402,AM-2024,2025-06-25T18:42:00,5,Wants to host a chapter event
PROF9AHWXO,M019,P00057,AM-2024,2025-06-25T20:37:00,5,Interested in demo
PROLLPDZGU,M019,P00180,AM-2025,2025-06-25T13:33:00,3,Referred by current member
PRO2AIJY9H,M019,P00052,AM-2025,2025-06-25T17:30:00,3,Wants case study
PRO0A6KG30,M019,P00109,AM-2025,2025-06-25T20:42:00,2,Follow up after event
PROP2RIWP1,M019,P00138,AM-2025,2025-06-25T09:21:00,5,Follow up after event
PROTQBKAZH,M019,P00051,AM-2025,2025-06-25T12:02:00,5,Wants case study
PROJYXWCH3,M019,P00158,AM-2025,2025-06-25T15:38:00,5,Follow up after event
PRORBZ18LY,M019,P00241,AM-2025,2025-06-25T16:52:00,1,Interested in demo
PROUUGOS2U,M019,P00018,AM-2025,2025-06-25T14:54:00,5,Asked about pricing
PROGM9QO3I,M019,P00063,AM-2025,2025-06-25T20:12:00,5,Asked about corporate tier
PROPZ6FPXV,M019,P00118,AM-2025,2025-06-25T16:19:00,3,Referred by current member
PRO00YANR6,M019,P00270,AM-2025,2025-06-25T10:36:00,4,Asked about corporate tier
PROMWQLRTB,M019,P00227,AM-2025,2025-06-25T14:27:00,1,Interested in demo
PRO9HGKDNN,M019,P00149,AM-2024,2025-06-25T18:53:00,4,Interested in demo
PROO2S5D17,M019,P00286,AM-2025,2025-06-25T12:52:00,3,Considering upgrade to Enterprise
PROGX71DCL,M019,P00373,AM-2024,2025-06-25T09:17:00,3,Wants case study
PRO6BR15SD,M019,P00090,AM-2024,2025-06-25T20:19:00,3,Follow up after event
PROMCGSHUX,M019,P00342,AM-2024,2025-06-25T14:58:00,5,Interested in demo
PROXI2LY2H,M019,P00231,AM-2025,2025-06-25T13:48:00,1,Follow up after event
PROYSZW6UP,M019,P00349,AM-2024,2025-06-25T09:53:00,5,Wants to host a chapter event
PROXMNBVME,M019,P00385,AM-2024,2025-06-25T19:31:00,2,Follow up after event
PROF6F738E,M019,P00153,AM-2025,2025-06-25T19:42:00,4,Requested member-only research
PRO74KJSO2,M019,P00314,AM-2025,2025-06-25T12:17:00,3,Referred by current member
PROVO8M186,M019,P00240,AM-2024,2025-06-25T16:33:00,5,Referred by current member
PRO4KQ72K1,M019,P00370,AM-2024,2025-06-25T10:58:00,4,Wants case study
PROULAUWXF,M019,P00135,AM-2024,2025-06-25T10:12:00,1,Referred by current member
PROTBHRNYE,M019,P00306,AM-2025,2025-06-25T17:48:00,3,Lapsed last year — re-engaging
PROH678JAZ,M019,P00148,AM-2025,2025-06-25T14:56:00,5,Interested in demo
PRO3TVZS3U,M019,P00297,AM-2025,2025-06-25T15:41:00,1,Wants to host a chapter event
PRO6RYT7CK,M007,P00204,AM-2025,2025-06-25T11:50:00,4,Referred by current member
PRO9GKIVZJ,M007,P00017,AM-2025,2025-06-25T13:18:00,4,Asked about pricing
PROLV2KOCW,M007,P00085,AM-2025,2025-06-25T17:01:00,1,Interested in demo
PRON8OMVHJ,M007,P00151,AM-2024,2025-06-25T12:36:00,4,Wants case study
PROKNWHTTK,M007,P00381,AM-2024,2025-06-25T17:51:00,2,Asked about corporate tier
PROX2W5E2X,M007,P00012,AM-2025,2025-06-25T18:57:00,3,Requested member-only research
PRO3ZVM7JQ,M007,P00028,AM-2024,2025-06-25T10:54:00,2,Follow up after event
PROYSNBWB1,M007,P00011,AM-2025,2025-06-25T19:32:00,5,Interested in certification track
PROX1K7VTN,M007,P00077,AM-2025,2025-06-25T16:48:00,3,Follow up after event
PROYSDJHMA,M007,P00324,AM-2025,2025-06-25T12:34:00,1,Follow up after event
PRO9YC5WKR,M007,P00056,AM-2024,2025-06-25T11:42:00,2,Asked about pricing
PRO6WDGNHD,M007,P00216,AM-2025,2025-06-25T14:11:00,4,Asked about pricing
PROFH1L74W,M007,P00267,AM-2024,2025-06-25T18:56:00,4,Wants case study
PRO9W454MF,M007,P00345,AM-2025,2025-06-25T12:59:00,2,Wants case study
PROB39TQ92,M007,P00227,AM-2025,2025-06-25T16:36:00,3,Asked about pricing
PROZ6K2L9F,M007,P00033,AM-2025,2025-06-25T11:58:00,3,Considering upgrade to Enterprise
PROMQ4FIWI,M007,P00010,AM-2025,2025-06-25T16:42:00,2,Requested member-only research
PROWXB27K2,M007,P00307,AM-2024,2025-06-25T14:15:00,3,Interested in demo
PRO8ZOMG57,M007,P00339,AM-2025,2025-06-25T14:25:00,4,Wants to host a chapter event
PROCR9V4XO,M007,P00162,AM-2025,2025-06-25T17:19:00,4,Wants case study
PROO87WZLX,M007,P00384,AM-2025,2025-06-25T10:17:00,3,Referred by current member
PROBAO0I71,M007,P00254,AM-2025,2025-06-25T11:22:00,2,Wants to host a chapter event
PROHZB2MYC,M007,P00037,AM-2024,2025-06-25T17:31:00,5,Interested in demo
PROFP8B8M2,M007,P00051,AM-2025,2025-06-25T18:56:00,4,Wants case study
PRORMTNRPW,M007,P00388,AM-2024,2025-06-25T16:41:00,5,Follow up after event
PRONVLGSQM,M007,P00264,AM-2025,2025-06-25T20:16:00,4,Wants case study
PRONGND6P9,M007,P00239,AM-2025,2025-06-25T10:51:00,2,Asked about pricing
PROIW0Y49N,M007,P00402,AM-2025,2025-06-25T09:27:00,4,Asked about pricing
PROKR4VQW7,M007,P00167,AM-2024,2025-06-25T15:23:00,1,Asked about pricing
PROTEIXQGA,M007,P00350,AM-2024,2025-06-25T17:24:00,4,Follow up after event
PROWABSPF4,M007,P00090,AM-2024,2025-06-25T15:48:00,5,Renewal candidate
PROGS8GB4A,M007,P00009,AM-2025,2025-06-25T18:55:00,3,Wants case study
PROSKTMOC5,M007,P00062,AM-2024,2025-06-25T11:33:00,1,Wants case study
PROR7XQ74H,M007,P00073,AM-2025,2025-06-25T19:52:00,3,Wants case study
PROL6ZEVK2,M007,P00139,AM-2025,2025-06-25T10:47:00,4,Follow up after event
PROOFJ288B,M007,P00063,AM-2025,2025-06-25T19:42:00,5,Asked about pricing
PROBZTHTC7,M007,P00291,AM-2025,2025-06-25T11:01:00,1,Referred by current member
PRONKAJWAT,M007,P00087,AM-2025,2025-06-25T13:53:00,2,Referred by current member
PROKI8GH9E,M007,P00048,AM-2024,2025-06-25T09:33:00,4,Wants case study
PROUX56A2H,M007,P00318,AM-2024,2025-06-25T19:24:00,5,Asked about pricing
PROET7OX1N,M007,P00305,AM-2024,2025-06-25T10:50:00,4,
PROA7RTFTP,M007,P00044,AM-2025,2025-06-25T20:08:00,4,Follow up after event
PROKT1XA7O,M007,P00289,AM-2025,2025-06-25T19:52:00,3,Interested in demo
PRO4MJSSEV,M007,P00375,AM-2025,2025-06-25T14:42:00,1,Wants to host a chapter event
PROV4FP5V3,M007,P00018,AM-2025,2025-06-25T14:50:00,3,Interested in demo
PRONDTINQV,M007,P00068,AM-2025,2025-06-25T15:58:00,2,Referred by current member
PROWDTOYLC,M007,P00258,AM-2025,2025-06-25T20:53:00,2,Lapsed last year — re-engaging
PROCB8SFCU,M007,P00004,AM-2025,2025-06-25T16:24:00,4,Requested member-only research
PROTSUDAWA,M007,P00203,AM-2025,2025-06-25T17:41:00,3,Renewal candidate
PRO5TFF3IV,M007,P00315,AM-2025,2025-06-25T14:59:00,4,Requested member-only research
PRONWMMM49,M007,P00047,AM-2025,2025-06-25T15:29:00,4,Wants case study
PROY9IASZL,M007,P00142,AM-2025,2025-06-25T20:12:00,5,Interested in certification track
PROZJXTP67,M007,P00101,AM-2024,2025-06-25T17:28:00,4,Wants case study
PROVZOHDHF,M007,P00029,AM-2025,2025-06-25T17:30:00,3,Wants to host a chapter event
PROA16ZT4L,M007,P00042,AM-2025,2025-06-25T13:47:00,3,Asked about pricing
PROTWOPCV2,M007,P00416,AM-2025,2025-06-25T15:01:00,3,Interested in demo
PRO0YGQV5A,M007,P00380,AM-2025,2025-06-25T10:45:00,5,Follow up after event
PRO2FTKYPJ,M007,P00053,AM-2024,2025-06-25T18:04:00,5,Asked about pricing
PRO5TZ7ZW1,M007,P00130,AM-2024,2025-06-25T10:56:00,4,Wants case study
PRO401YS0T,M007,P00103,AM-2025,2025-06-25T19:40:00,3,Wants case study
PROTSDJA50,M007,P00186,AM-2024,2025-06-25T15:27:00,2,Follow up after event
PROX5HXWLW,M007,P00418,AM-2024,2025-06-25T19:55:00,5,Interested in demo
PROX5JOQO0,M007,P00285,AM-2025,2025-06-25T17:52:00,4,
PROMAZC5P3,M007,P00377,AM-2025,2025-06-25T19:02:00,5,Interested in demo
PRO4TINTNB,M007,P00013,AM-2025,2025-06-25T09:59:00,1,Wants to host a chapter event
PRO8PFD2QV,M074,P00108,AM-2025,2025-06-25T17:40:00,1,Follow up after event
PROWMFOHSI,M074,P00404,AM-2024,2025-06-25T17:49:00,2,Follow up after event
PRO3ZMECTF,M074,P00193,AM-2025,2025-06-25T16:50:00,3,Interested in demo
PROU2BFMUU,M074,P00144,AM-2025,2025-06-25T20:47:00,2,Asked about pricing
PROB45ZVF8,M074,P00042,AM-2024,2025-06-25T09:20:00,3,
PROH4XUCL8,M074,P00077,AM-2025,2025-06-25T15:19:00,3,Interested in demo
PROENQODTX,M074,P00312,AM-2025,2025-06-25T17:50:00,2,Interested in demo
PRO734DQ4C,M074,P00180,AM-2025,2025-06-25T16:11:00,2,Follow up after event
PRODCI0598,M074,P00381,AM-2025,2025-06-25T13:35:00,5,Interested in demo
PRONMH88LS,M074,P00278,AM-2025,2025-06-25T10:09:00,2,Interested in demo
PRO9B5YR2L,M074,P00259,AM-2025,2025-06-25T20:09:00,2,Asked about pricing
PRO9VG4U2E,M074,P00410,AM-2025,2025-06-25T15:01:00,1,
PROI14LU17,M074,P00009,AM-2025,2025-06-25T18:47:00,2,Asked about pricing
PROHQWWDU7,M074,P00234,AM-2025,2025-06-25T18:13:00,5,Renewal candidate
PROL6PCKUF,M074,P00287,AM-2024,2025-06-25T17:23:00,5,Asked about pricing
PROXJGQGUO,M074,P00284,AM-2025,2025-06-25T12:38:00,5,Requested member-only research
PRONE71G18,M074,P00016,AM-2024,2025-06-25T10:17:00,3,Follow up after event
PRO7JG2DXL,M074,P00135,AM-2025,2025-06-25T13:55:00,3,Requested member-only research
PRO1E8ZW7W,M074,P00151,AM-2024,2025-06-25T15:48:00,3,Interested in demo
PROX24F08A,M074,P00249,AM-2025,2025-06-25T11:15:00,4,Follow up after event
PROE7VZ118,M074,P00064,AM-2024,2025-06-25T12:07:00,1,Asked about pricing
PRORVSJLYC,M074,P00372,AM-2024,2025-06-25T15:27:00,1,Interested in certification track
PROIRYRCE5,M074,P00075,AM-2025,2025-06-25T16:00:00,4,Renewal candidate
PROLY5G0KO,M074,P00099,AM-2024,2025-06-25T11:27:00,4,Wants to host a chapter event
PROKO4OUV2,M074,P00241,AM-2025,2025-06-25T16:39:00,5,Wants case study
PROI9A3S5F,M074,P00063,AM-2025,2025-06-25T10:32:00,3,Interested in demo
PROOJ4VHUV,M074,P00191,AM-2025,2025-06-25T09:49:00,2,Asked about pricing
PROVG6NULP,M074,P00113,AM-2025,2025-06-25T17:10:00,3,Asked about pricing
PROFOPFY99,M074,P00214,AM-2024,2025-06-25T14:00:00,5,Follow up after event
PROGAQ692N,M074,P00084,AM-2024,2025-06-25T12:01:00,2,Interested in certification track
PROWC649EP,M074,P00322,AM-2025,2025-06-25T10:04:00,3,Lapsed last year — re-engaging
PROEDHF57Z,M074,P00405,AM-2025,2025-06-25T20:56:00,2,Wants case study
PROHGCDKTC,M074,P00066,AM-2024,2025-06-25T18:36:00,4,Asked about pricing
PROKCO40ZK,M074,P00023,AM-2025,2025-06-25T11:55:00,2,Renewal candidate
PRO9PB64LZ,M074,P00235,AM-2024,2025-06-25T19:53:00,3,Wants case study
PROIKMFKSN,M074,P00198,AM-2025,2025-06-25T13:58:00,2,Asked about pricing
PRO7TUV7L4,M074,P00339,AM-2024,2025-06-25T17:39:00,3,Wants case study
PRO2KVQFN8,M074,P00174,AM-2024,2025-06-25T14:45:00,2,Interested in certification track
PROYRVESQU,M074,P00190,AM-2025,2025-06-25T17:05:00,4,Interested in demo
PRO9EBMEB0,M074,P00072,AM-2024,2025-06-25T09:05:00,5,Follow up after event
PROHN9CNSH,M074,P00120,AM-2025,2025-06-25T14:45:00,3,Interested in demo
PROY2ZMEAX,M074,P00311,AM-2025,2025-06-25T19:39:00,2,Follow up after event
PRO47EDN1Z,M074,P00269,AM-2025,2025-06-25T17:47:00,3,Interested in certification track
PROZ7F0WTE,M074,P00196,AM-2025,2025-06-25T17:31:00,4,Interested in demo
PROZ72CO4Z,M074,P00329,AM-2025,2025-06-25T17:21:00,3,Follow up after event
PROONMQVFG,M074,P00238,AM-2024,2025-06-25T19:46:00,3,Wants case study
PROY1VRKR2,M074,P00248,AM-2025,2025-06-25T12:02:00,3,Interested in demo
PRO9XK7MTK,M074,P00313,AM-2025,2025-06-25T10:51:00,4,Wants to host a chapter event
PRO429MAYX,M074,P00237,AM-2025,2025-06-25T14:44:00,3,Follow up after event
PRO8DWXHOF,M074,P00091,AM-2025,2025-06-25T19:40:00,5,Interested in demo
PROPEX73FK,M074,P00290,AM-2025,2025-06-25T18:55:00,1,Interested in certification track
PRODH7EGUQ,M074,P00377,AM-2025,2025-06-25T12:48:00,4,Wants case study
PROL91ZMO1,M074,P00338,AM-2025,2025-06-25T14:44:00,5,Follow up after event
PRO0G6FAZY,M074,P00201,AM-2024,2025-06-25T10:00:00,4,Wants case study
PROF6XTAAZ,M074,P00227,AM-2024,2025-06-25T20:38:00,2,Follow up after event
PROW0VE547,M074,P00282,AM-2025,2025-06-25T13:09:00,2,Interested in demo
PRO8JX1RKM,M074,P00357,AM-2025,2025-06-25T11:39:00,3,Follow up after event
PRO9H9XTDC,M074,P00279,AM-2024,2025-06-25T17:29:00,4,Wants case study
PROWI7XB4Y,M074,P00397,AM-2025,2025-06-25T12:41:00,3,Considering upgrade to Enterprise
PROY6O378W,M074,P00053,AM-2025,2025-06-25T11:50:00,5,Considering upgrade to Enterprise
PROE2AO69W,M074,P00062,AM-2025,2025-06-25T19:37:00,4,Wants case study
PRODMPX87E,M074,P00226,AM-2024,2025-06-25T13:49:00,4,Considering upgrade to Enterprise
PROGT6XSZU,M074,P00268,AM-2025,2025-06-25T16:16:00,3,Asked about pricing
PRO3OMR9N6,M074,P00390,AM-2025,2025-06-25T16:17:00,2,Interested in demo
PROPLNHO9F,M074,P00399,AM-2024,2025-06-25T20:58:00,5,Asked about pricing
PROT7Y6QXT,M074,P00074,AM-2025,2025-06-25T15:06:00,5,Requested member-only research
PRO6Y3L9FA,M074,P00096,AM-2025,2025-06-25T18:24:00,5,Requested member-only research
PROI31P99V,M074,P00071,AM-2024,2025-06-25T15:29:00,5,Interested in certification track
PROAOPDI50,M074,P00276,AM-2025,2025-06-25T15:07:00,2,Follow up after event
PRO761YYJU,M074,P00095,AM-2025,2025-06-25T09:02:00,1,Considering upgrade to Enterprise
PROGD0PL2X,M074,P00195,AM-2025,2025-06-25T20:30:00,2,Follow up after event
PROQC01BMC,M074,P00319,AM-2024,2025-06-25T09:39:00,3,Wants case study
PROKWH8884,M074,P00295,AM-2024,2025-06-25T16:53:00,2,Interested in demo
PROR12XAHS,M074,P00079,AM-2024,2025-06-25T12:48:00,3,Wants to host a chapter event
PROG1OUVS6,M074,P00124,AM-2024,2025-06-25T09:56:00,2,Interested in demo
PRO4XK8N2G,M074,P00181,AM-2025,2025-06-25T17:29:00,5,Considering upgrade to Enterprise
PROHWRY3YG,M074,P00104,AM-2025,2025-06-25T13:01:00,4,Considering upgrade to Enterprise
PRO23JXWAC,M074,P00139,AM-2025,2025-06-25T19:06:00,2,Lapsed last year — re-engaging
PROXD687CH,M074,P00041,AM-2024,2025-06-25T14:23:00,5,Lapsed last year — re-engaging
PRO5B6PHW9,M074,P00402,AM-2025,2025-06-25T18:13:00,2,Interested in demo
PRO2AC3FV4,M074,P00406,AM-2025,2025-06-25T11:08:00,3,Asked about pricing
PRO5RLAL91,M074,P00165,AM-2024,2025-06-25T11:30:00,2,Wants case study
PRODR8AS8D,M074,P00332,AM-2024,2025-06-25T16:40:00,2,Asked about pricing
PRO4TUTY9X,M074,P00350,AM-2025,2025-06-25T12:50:00,5,Asked about pricing
PRORY2JGD1,M074,P00183,AM-2024,2025-06-25T09:31:00,2,Asked about corporate tier
PROP39JMDE,M074,P00197,AM-2024,2025-06-25T12:20:00,2,Wants case study
PROZZ1H8TJ,M074,P00396,AM-2025,2025-06-25T19:44:00,1,Requested member-only research
PROENKUX9L,M074,P00014,AM-2024,2025-06-25T10:25:00,3,Wants case study
PROELBV2V1,M074,P00205,AM-2025,2025-06-25T18:51:00,3,Interested in demo
PRO0CV2C7R,M074,P00003,AM-2024,2025-06-25T09:17:00,1,Interested in demo
PROO39BJRK,M074,P00398,AM-2025,2025-06-25T11:28:00,3,Interested in demo
PRO9VFPANF,M074,P00217,AM-2025,2025-06-25T11:13:00,1,Wants case study
PROZ5BM0ZT,M074,P00321,AM-2024,2025-06-25T20:43:00,4,Interested in demo
PROUNHM34N,M074,P00106,AM-2024,2025-06-25T13:00:00,3,Asked about pricing
PROBNOZBYB,M074,P00395,AM-2025,2025-06-25T12:31:00,5,Asked about pricing
PRO00QEXRZ,M074,P00059,AM-2024,2025-06-25T18:49:00,4,Wants case study
PROQUB7LX4,M074,P00414,AM-2025,2025-06-25T15:56:00,2,Wants case study
PRO126OMSV,M074,P00036,AM-2025,2025-06-25T20:28:00,3,Asked about pricing
PROJ114DO4,M074,P00115,AM-2024,2025-06-25T15:40:00,2,
PROBZBMQGQ,M074,P00280,AM-2024,2025-06-25T10:13:00,3,Wants case study
PROYWUKM7R,M074,P00336,AM-2025,2025-06-25T13:55:00,3,Asked about pricing
PROEU7XA4H,M074,P00122,AM-2025,2025-06-25T09:36:00,2,Follow up after event
PROTA9OAY9,M074,P00001,AM-2025,2025-06-25T09:23:00,4,Asked about pricing
PRO9XRY0DM,M023,P00097,AM-2024,2025-06-25T13:53:00,5,Asked about pricing
PROOGE32BV,M023,P00174,AM-2024,2025-06-25T12:30:00,4,Asked about pricing
PROHMZ2HN9,M023,P00278,AM-2025,2025-06-25T10:04:00,5,Wants case study
PRO8ZSQC1M,M023,P00385,AM-2025,2025-06-25T10:15:00,3,Wants case study
PRODQZTO0I,M023,P00363,AM-2024,2025-06-25T20:58:00,2,Wants to host a chapter event
PRO84I6PMF,M023,P00235,AM-2025,2025-06-25T11:59:00,2,Lapsed last year — re-engaging
PROAKVVQRJ,M023,P00072,AM-2025,2025-06-25T10:29:00,2,Interested in demo
PROYIEO8O4,M023,P00003,AM-2025,2025-06-25T17:04:00,4,Follow up after event
PRO57VYTA9,M023,P00140,AM-2025,2025-06-25T18:40:00,2,Wants case study
PROIY4E400,M023,P00418,AM-2024,2025-06-25T18:08:00,1,Interested in demo
PRO6P5VMMD,M023,P00339,AM-2024,2025-06-25T18:26:00,4,Follow up after event
PRO6JLNR7C,M023,P00181,AM-2025,2025-06-25T15:01:00,2,Considering upgrade to Enterprise
PROS5TYYNP,M023,P00070,AM-2024,2025-06-25T12:35:00,2,Asked about pricing
PRO8YE4OO2,M023,P00380,AM-2024,2025-06-25T14:04:00,5,Asked about pricing
PRO2YFE1VN,M023,P00232,AM-2024,2025-06-25T18:26:00,4,Considering upgrade to Enterprise
PROG39GHRL,M023,P00395,AM-2025,2025-06-25T19:02:00,3,Asked about corporate tier
PROBDDM2UF,M023,P00162,AM-2025,2025-06-25T19:10:00,5,Wants case study
PROEZD5LW6,M023,P00175,AM-2025,2025-06-25T16:40:00,4,Interested in demo
PROOCODTD9,M023,P00044,AM-2025,2025-06-25T20:17:00,4,Asked about corporate tier
PRO9UAMTW7,M023,P00358,AM-2025,2025-06-25T12:10:00,3,Requested member-only research
PRO2IZMD2U,M023,P00114,AM-2025,2025-06-25T19:24:00,4,Lapsed last year — re-engaging
PROPM7ODVN,M023,P00290,AM-2025,2025-06-25T14:24:00,5,Wants to host a chapter event
PROXQ7GG9E,M023,P00184,AM-2025,2025-06-25T15:35:00,2,Interested in demo
PROTJSJEVJ,M023,P00073,AM-2024,2025-06-25T15:43:00,2,Wants to host a chapter event
PROVLA1Y4N,M023,P00293,AM-2025,2025-06-25T18:45:00,5,Asked about pricing
PROGUIESGY,M023,P00076,AM-2024,2025-06-25T17:37:00,1,
PRO6T22JIK,M023,P00402,AM-2025,2025-06-25T17:44:00,4,Follow up after event
PRO8E165F6,M023,P00419,AM-2024,2025-06-25T09:13:00,2,Interested in demo
PROPPCL7RN,M023,P00081,AM-2025,2025-06-25T12:28:00,3,Referred by current member
PRO9A88699,M023,P00094,AM-2025,2025-06-25T17:33:00,4,Wants case study
PRO3G41Y1L,M023,P00280,AM-2024,2025-06-25T20:25:00,2,Follow up after event
PRO2T584SD,M023,P00317,AM-2024,2025-06-25T17:20:00,2,Asked about pricing
