brief_id,client_id,candidate_id,cycle_id,received_at,priority_score,note
BRM8ZI0SD,CL049,CD00249,CY-2025,2025-06-25T10:46:00,5,Wants case study
BRKO86TYW,CL049,CD00119,CY-2024,2025-06-25T15:19:00,2,Follow up after event
BRGV69380,CL049,CD00081,CY-2024,2025-06-25T19:18:00,4,Wants case study
BRUV3UC06,CL049,CD00417,CY-2025,2025-06-25T12:43:00,3,Asked for off-record candidate review
BRGI3MU5A,CL049,CD00098,CY-2025,2025-06-25T18:34:00,3,Inbound from referral
BR8B6ZLFZ,CL049,CD00145,CY-2024,2025-06-25T09:32:00,3,Inbound from referral
BRCM94TXW,CL049,CD00251,CY-2025,2025-06-25T12:15:00,2,Hot follow-up
BRM8JEXB5,CL049,CD00034,CY-2025,2025-06-25T10:10:00,5,Interested in demo
BR3BT3U1E,CL049,CD00296,CY-2025,2025-06-25T10:47:00,3,Interested in demo
BRBGGDBPA,CL049,CD00056,CY-2024,2025-06-25T18:28:00,2,Asked about pricing
BRI2K0YYW,CL049,CD00320,CY-2025,2025-06-25T17:46:00,3,Wants case study
BRHXTOOIO,CL049,CD00110,CY-2025,2025-06-25T09:52:00,2,Wants case study
BRIAIHMV9,CL049,CD00358,CY-2024,2025-06-25T15:59:00,1,Wants case study
BR6YVGFIM,CL049,CD00315,CY-2024,2025-06-25T19:52:00,5,Requested benchmark comp data
BRILH5B15,CL049,CD00325,CY-2025,2025-06-25T15:21:00,5,Existing client expanding mandate
BRVNTMJGI,CL049,CD00063,CY-2025,2025-06-25T16:55:00,1,Hot follow-up
BREJC2XMU,CL049,CD00405,CY-2025,2025-06-25T17:32:00,4,Wants case study
BRTAZ8FPV,CL049,CD00117,CY-2024,2025-06-25T20:40:00,5,Interested in demo
BRL1M2SU6,CL049,CD00127,CY-2024,2025-06-25T12:01:00,3,New stakeholder — needs intro call
BRMC2HFE2,CL049,CD00059,CY-2024,2025-06-25T14:31:00,2,Interested in demo
BRE9GSV5V,CL049,CD00201,CY-2025,2025-06-25T20:18:00,3,Wants case study
BRBGNKG8Q,CL049,CD00177,CY-2024,2025-06-25T20:45:00,2,Asked about pricing
BRAQ6GUKT,CL049,CD00086,CY-2024,2025-06-25T19:53:00,2,Interested in demo
BRH0CKQK2,CL049,CD00006,CY-2024,2025-06-25T18:34:00,5,New stakeholder — needs intro call
BRIT0LA8S,CL049,CD00322,CY-2024,2025-06-25T16:27:00,3,Wants case study
BR91T43VH,CL049,CD00404,CY-2024,2025-06-25T10:34:00,4,Follow up after event
BRQHS853K,CL049,CD00073,CY-2025,2025-06-25T12:58:00,4,Asked about pricing
BR7HC4AS9,CL049,CD00011,CY-2024,2025-06-25T18:46:00,3,Considering retained vs project
BRRG5X61Z,CL049,CD00278,CY-2025,2025-06-25T14:18:00,1,Interested in demo
BR8L6AQFC,CL049,CD00411,CY-2025,2025-06-25T13:57:00,2,Follow up after event
BRN8VURXZ,CL049,CD00206,CY-2024,2025-06-25T10:57:00,3,Follow up after event
BRSXSX1D7,CL049,CD00213,CY-2025,2025-06-25T11:57:00,5,Hot follow-up
BR2SWXU4Q,CL049,CD00209,CY-2024,2025-06-25T10:12:00,1,Asked about pricing
BRJ56R8HY,CL049,CD00134,CY-2025,2025-06-25T13:42:00,3,Asked for off-record candidate review
BR7Y7C0KE,CL049,CD00318,CY-2025,2025-06-25T14:04:00,4,Wants case study
BRJQX37MO,CL049,CD00042,CY-2025,2025-06-25T15:36:00,2,Asked about pricing
BR51VM0C0,CL049,CD00151,CY-2025,2025-06-25T16:08:00,4,
BRVMLSEJW,CL049,CD00138,CY-2025,2025-06-25T12:19:00,2,Wants case study
BR5BMOA2Y,CL049,CD00048,CY-2025,2025-06-25T14:34:00,5,
BR8XOGX87,CL049,CD00012,CY-2024,2025-06-25T15:46:00,4,Asked about pricing
BRC1PMJCI,CL049,CD00186,CY-2025,2025-06-25T13:24:00,3,Follow up after event
BRH32WQJ4,CL049,CD00220,CY-2025,2025-06-25T20:21:00,5,Wants case study
BR3A24FB5,CL049,CD00344,CY-2025,2025-06-25T13:27:00,2,
BR7GRC54P,CL049,CD00167,CY-2025,2025-06-25T20:32:00,3,Existing client expanding mandate
BRV4CILPF,CL049,CD00378,CY-2025,2025-06-25T19:50:00,3,Follow up after event
BRJDTIWCT,CL049,CD00261,CY-2024,2025-06-25T14:45:00,4,Wants case study
BRIWSID1N,CL049,CD00419,CY-2025,2025-06-25T13:30:00,1,Follow up after event
BRND2UY6J,CL049,CD00271,CY-2024,2025-06-25T14:19:00,4,New stakeholder — needs intro call
BRXN04ISD,CL049,CD00333,CY-2024,2025-06-25T14:28:00,4,Interested in demo
BR3G2X3CS,CL049,CD00227,CY-2025,2025-06-25T11:28:00,4,Wants case study
BRYI96OH1,CL049,CD00359,CY-2025,2025-06-25T14:47:00,4,Considering retained vs project
BRK4MVLWC,CL049,CD00197,CY-2025,2025-06-25T15:11:00,4,Follow up after event
BRV2R8F0O,CL049,CD00354,CY-2025,2025-06-25T12:37:00,5,Inbound from referral
BRNRR22O1,CL049,CD00308,CY-2024,2025-06-25T19:11:00,4,Hold for board meeting decision
BR35XS69U,CL049,CD00250,CY-2024,2025-06-25T09:56:00,3,Wants case study
BR760EK1E,CL049,CD00027,CY-2024,2025-06-25T12:09:00,2,Follow up after event
BR9MQUH71,CL049,CD00412,CY-2025,2025-06-25T19:06:00,5,Asked about pricing
BRXY4FJ8U,CL049,CD00304,CY-2024,2025-06-25T20:46:00,4,Wants case study
BRZVO9PEG,CL049,CD00364,CY-2025,2025-06-25T14:45:00,3,Follow up after event
BR0Z6DYEL,CL049,CD00402,CY-2025,2025-06-25T20:42:00,2,Interested in demo
BRJC00YBJ,CL049,CD00210,CY-2025,2025-06-25T09:14:00,2,Follow up after event
BRVT89I2Y,CL049,CD00218,CY-2024,2025-06-25T09:43:00,5,Considering retained vs project
BRMRXEEW3,CL049,CD00254,CY-2024,2025-06-25T19:56:00,3,Interested in demo
BRO3WISEL,CL049,CD00163,CY-2024,2025-06-25T10:15:00,3,Wants case study
BR5S5QLRN,CL049,CD00018,CY-2025,2025-06-25T11:42:00,2,Asked for off-record candidate review
BRS9F3566,CL049,CD00153,CY-2024,2025-06-25T14:46:00,5,Asked about pricing
BRIBKN1O5,CL049,CD00281,CY-2024,2025-06-25T11:01:00,2,Wants longlist within 10 business days
BRG2FUS0S,CL049,CD00049,CY-2025,2025-06-25T13:55:00,1,New stakeholder — needs intro call
BRFTSDBRZ,CL049,CD00408,CY-2024,2025-06-25T15:08:00,4,Interested in demo
BRJ02T7ON,CL049,CD00089,CY-2025,2025-06-25T09:09:00,4,Inbound from referral
BR11PQVBS,CL049,CD00144,CY-2025,2025-06-25T15:49:00,3,Hot follow-up
BRTT8Z39B,CL049,CD00007,CY-2024,2025-06-25T20:09:00,2,Inbound from referral
BR95YXXY2,CL049,CD00055,CY-2024,2025-06-25T15:25:00,2,Existing client expanding mandate
BRSI7ACJS,CL049,CD00361,CY-2024,2025-06-25T09:16:00,1,Hold for board meeting decision
BRA7GM68D,CL049,CD00171,CY-2025,2025-06-25T16:54:00,3,Existing client expanding mandate
BRPQCB8DA,CL049,CD00383,CY-2025,2025-06-25T14:19:00,1,Asked about pricing
BRJ3RYY2T,CL049,CD00341,CY-2025,2025-06-25T09:25:00,4,Follow up after event
BRBPAQB64,CL049,CD00195,CY-2024,2025-06-25T17:48:00,2,Interested in demo
BRJAIJ4B5,CL049,CD00399,CY-2024,2025-06-25T14:39:00,1,Hold for board meeting decision
BRHFBCSQU,CL049,CD00004,CY-2025,2025-06-25T14:47:00,2,Asked for off-record candidate review
BRAO12Y6Y,CL049,CD00060,CY-2024,2025-06-25T17:09:00,5,Asked about pricing
BROA17PTE,CL049,CD00319,CY-2024,2025-06-25T19:46:00,4,Asked about pricing
BRD45TEH0,CL049,CD00285,CY-2024,2025-06-25T16:51:00,3,Asked about pricing
BRKW7B5EG,CL049,CD00157,CY-2025,2025-06-25T11:54:00,5,Inbound from referral
BRO3VZR75,CL049,CD00314,CY-2024,2025-06-25T11:12:00,3,Requested benchmark comp data
BR83TODJD,CL049,CD00028,CY-2025,2025-06-25T10:11:00,3,Follow up after event
BRNZL6IHH,CL049,CD00365,CY-2025,2025-06-25T13:58:00,4,Considering retained vs project
BRYS1ZISQ,CL019,CD00420,CY-2024,2025-06-25T16:05:00,2,Wants case study
BRHAMCKER,CL019,CD00338,CY-2025,2025-06-25T13:23:00,2,Asked about pricing
BR2MTDC3D,CL019,CD00332,CY-2024,2025-06-25T15:16:00,2,Wants case study
BRHHH7IXI,CL019,CD00410,CY-2024,2025-06-25T18:31:00,2,Wants case study
BR806SCC4,CL019,CD00379,CY-2025,2025-06-25T16:08:00,5,Wants case study
BR6L12YIB,CL019,CD00084,CY-2024,2025-06-25T14:40:00,3,Wants case study
BRSMOLEKX,CL019,CD00146,CY-2025,2025-06-25T13:47:00,5,Asked about pricing
BR9K3911H,CL019,CD00031,CY-2025,2025-06-25T19:24:00,2,Interested in demo
BRQEDR5OM,CL019,CD00263,CY-2025,2025-06-25T13:52:00,3,Hold for board meeting decision
BR1DK2YPE,CL019,CD00097,CY-2024,2025-06-25T11:52:00,3,Interested in demo
BRG57A95P,CL019,CD00336,CY-2024,2025-06-25T12:43:00,2,Considering retained vs project
BRNTL98ES,CL019,CD00183,CY-2024,2025-06-25T09:20:00,3,Requested benchmark comp data
BRZUG4N2R,CL019,CD00247,CY-2025,2025-06-25T10:56:00,4,
BRP9PTT7X,CL019,CD00407,CY-2025,2025-06-25T11:37:00,3,Asked about pricing
BR5STBOXX,CL019,CD00402,CY-2024,2025-06-25T18:42:00,5,Hold for board meeting decision
BRF9AHWXO,CL019,CD00057,CY-2024,2025-06-25T20:37:00,5,Interested in demo
BRLLPDZGU,CL019,CD00180,CY-2025,2025-06-25T13:33:00,3,Requested benchmark comp data
BR2AIJY9H,CL019,CD00052,CY-2025,2025-06-25T17:30:00,3,Wants case study
BR0A6KG30,CL019,CD00109,CY-2025,2025-06-25T20:42:00,2,Follow up after event
BRP2RIWP1,CL019,CD00138,CY-2025,2025-06-25T09:21:00,5,Follow up after event
BRTQBKAZH,CL019,CD00051,CY-2025,2025-06-25T12:02:00,5,Wants case study
BRJYXWCH3,CL019,CD00158,CY-2025,2025-06-25T15:38:00,5,Follow up after event
BRRBZ18LY,CL019,CD00241,CY-2025,2025-06-25T16:52:00,1,Interested in demo
BRUUGOS2U,CL019,CD00018,CY-2025,2025-06-25T14:54:00,5,Asked about pricing
BRGM9QO3I,CL019,CD00063,CY-2025,2025-06-25T20:12:00,5,Inbound from referral
BRPZ6FPXV,CL019,CD00118,CY-2025,2025-06-25T16:19:00,3,New stakeholder — needs intro call
BR00YANR6,CL019,CD00270,CY-2025,2025-06-25T10:36:00,4,Hot follow-up
BRMWQLRTB,CL019,CD00227,CY-2025,2025-06-25T14:27:00,1,Interested in demo
BR9HGKDNN,CL019,CD00149,CY-2024,2025-06-25T18:53:00,4,Interested in demo
BRO2S5D17,CL019,CD00286,CY-2025,2025-06-25T12:52:00,3,Asked for off-record candidate review
BRGX71DCL,CL019,CD00373,CY-2024,2025-06-25T09:17:00,3,Wants case study
BR6BR15SD,CL019,CD00090,CY-2024,2025-06-25T20:19:00,3,Follow up after event
BRMCGSHUX,CL019,CD00342,CY-2024,2025-06-25T14:58:00,5,Interested in demo
BRXI2LY2H,CL019,CD00231,CY-2025,2025-06-25T13:48:00,1,Follow up after event
BRYSZW6UP,CL019,CD00349,CY-2024,2025-06-25T09:53:00,5,Requested benchmark comp data
BRXMNBVME,CL019,CD00385,CY-2024,2025-06-25T19:31:00,2,Follow up after event
BRF6F738E,CL019,CD00153,CY-2025,2025-06-25T19:42:00,4,
BR74KJSO2,CL019,CD00314,CY-2025,2025-06-25T12:17:00,3,Existing client expanding mandate
BRVO8M186,CL019,CD00240,CY-2024,2025-06-25T16:33:00,5,Asked for off-record candidate review
BR4KQ72K1,CL019,CD00370,CY-2024,2025-06-25T10:58:00,4,Wants case study
BRULAUWXF,CL019,CD00135,CY-2024,2025-06-25T10:12:00,1,New stakeholder — needs intro call
BRTBHRNYE,CL019,CD00306,CY-2025,2025-06-25T17:48:00,3,Asked for off-record candidate review
BRH678JAZ,CL019,CD00148,CY-2025,2025-06-25T14:56:00,5,Interested in demo
BR3TVZS3U,CL019,CD00297,CY-2025,2025-06-25T15:41:00,1,Considering retained vs project
BR6RYT7CK,CL007,CD00204,CY-2025,2025-06-25T11:50:00,4,Hold for board meeting decision
BR9GKIVZJ,CL007,CD00017,CY-2025,2025-06-25T13:18:00,4,Asked about pricing
BRLV2KOCW,CL007,CD00085,CY-2025,2025-06-25T17:01:00,1,Interested in demo
BRN8OMVHJ,CL007,CD00151,CY-2024,2025-06-25T12:36:00,4,Wants case study
BRKNWHTTK,CL007,CD00381,CY-2024,2025-06-25T17:51:00,2,Requested benchmark comp data
BRX2W5E2X,CL007,CD00012,CY-2025,2025-06-25T18:57:00,3,
BR3ZVM7JQ,CL007,CD00028,CY-2024,2025-06-25T10:54:00,2,Follow up after event
BRYSNBWB1,CL007,CD00011,CY-2025,2025-06-25T19:32:00,5,Existing client expanding mandate
BRX1K7VTN,CL007,CD00077,CY-2025,2025-06-25T16:48:00,3,Follow up after event
BRYSDJHMA,CL007,CD00324,CY-2025,2025-06-25T12:34:00,1,Follow up after event
BR9YC5WKR,CL007,CD00056,CY-2024,2025-06-25T11:42:00,2,Asked about pricing
BR6WDGNHD,CL007,CD00216,CY-2025,2025-06-25T14:11:00,4,Asked about pricing
BRFH1L74W,CL007,CD00267,CY-2024,2025-06-25T18:56:00,4,Wants case study
BR9W454MF,CL007,CD00345,CY-2025,2025-06-25T12:59:00,2,Wants case study
BRB39TQ92,CL007,CD00227,CY-2025,2025-06-25T16:36:00,3,Asked about pricing
BRZ6K2L9F,CL007,CD00033,CY-2025,2025-06-25T11:58:00,3,Hot follow-up
BRMQ4FIWI,CL007,CD00010,CY-2025,2025-06-25T16:42:00,2,Wants longlist within 10 business days
BRWXB27K2,CL007,CD00307,CY-2024,2025-06-25T14:15:00,3,Interested in demo
BR8ZOMG57,CL007,CD00339,CY-2025,2025-06-25T14:25:00,4,Existing client expanding mandate
BRCR9V4XO,CL007,CD00162,CY-2025,2025-06-25T17:19:00,4,Wants case study
BRO87WZLX,CL007,CD00384,CY-2025,2025-06-25T10:17:00,3,Existing client expanding mandate
BRBAO0I71,CL007,CD00254,CY-2025,2025-06-25T11:22:00,2,New stakeholder — needs intro call
BRHZB2MYC,CL007,CD00037,CY-2024,2025-06-25T17:31:00,5,Interested in demo
BRFP8B8M2,CL007,CD00051,CY-2025,2025-06-25T18:56:00,4,Wants case study
BRRMTNRPW,CL007,CD00388,CY-2024,2025-06-25T16:41:00,5,Follow up after event
BRNVLGSQM,CL007,CD00264,CY-2025,2025-06-25T20:16:00,4,Wants case study
BRNGND6P9,CL007,CD00239,CY-2025,2025-06-25T10:51:00,2,Asked about pricing
BRIW0Y49N,CL007,CD00402,CY-2025,2025-06-25T09:27:00,4,Asked about pricing
BRKR4VQW7,CL007,CD00167,CY-2024,2025-06-25T15:23:00,1,Asked about pricing
BRTEIXQGA,CL007,CD00350,CY-2024,2025-06-25T17:24:00,4,Follow up after event
BRWABSPF4,CL007,CD00090,CY-2024,2025-06-25T15:48:00,5,Hold for board meeting decision
BRGS8GB4A,CL007,CD00009,CY-2025,2025-06-25T18:55:00,3,Wants case study
BRSKTMOC5,CL007,CD00062,CY-2024,2025-06-25T11:33:00,1,Wants case study
BRR7XQ74H,CL007,CD00073,CY-2025,2025-06-25T19:52:00,3,Wants case study
BRL6ZEVK2,CL007,CD00139,CY-2025,2025-06-25T10:47:00,4,Follow up after event
BROFJ288B,CL007,CD00063,CY-2025,2025-06-25T19:42:00,5,Asked about pricing
BRBZTHTC7,CL007,CD00291,CY-2025,2025-06-25T11:01:00,1,Asked for off-record candidate review
BRNKAJWAT,CL007,CD00087,CY-2025,2025-06-25T13:53:00,2,Existing client expanding mandate
BRKI8GH9E,CL007,CD00048,CY-2024,2025-06-25T09:33:00,4,Wants case study
BRUX56A2H,CL007,CD00318,CY-2024,2025-06-25T19:24:00,5,Asked about pricing
BRET7OX1N,CL007,CD00305,CY-2024,2025-06-25T10:50:00,4,
BRA7RTFTP,CL007,CD00044,CY-2025,2025-06-25T20:08:00,4,Follow up after event
BRKT1XA7O,CL007,CD00289,CY-2025,2025-06-25T19:52:00,3,Interested in demo
BR4MJSSEV,CL007,CD00375,CY-2025,2025-06-25T14:42:00,1,Inbound from referral
BRV4FP5V3,CL007,CD00018,CY-2025,2025-06-25T14:50:00,3,Interested in demo
BRNDTINQV,CL007,CD00068,CY-2025,2025-06-25T15:58:00,2,Requested benchmark comp data
BRWDTOYLC,CL007,CD00258,CY-2025,2025-06-25T20:53:00,2,Hot follow-up
BRCB8SFCU,CL007,CD00004,CY-2025,2025-06-25T16:24:00,4,Hot follow-up
BRTSUDAWA,CL007,CD00203,CY-2025,2025-06-25T17:41:00,3,Existing client expanding mandate
BR5TFF3IV,CL007,CD00315,CY-2025,2025-06-25T14:59:00,4,
BRNWMMM49,CL007,CD00047,CY-2025,2025-06-25T15:29:00,4,Wants case study
BRY9IASZL,CL007,CD00142,CY-2025,2025-06-25T20:12:00,5,Requested benchmark comp data
BRZJXTP67,CL007,CD00101,CY-2024,2025-06-25T17:28:00,4,Wants case study
BRVZOHDHF,CL007,CD00029,CY-2025,2025-06-25T17:30:00,3,Requested benchmark comp data
BRA16ZT4L,CL007,CD00042,CY-2025,2025-06-25T13:47:00,3,Asked about pricing
BRTWOPCV2,CL007,CD00416,CY-2025,2025-06-25T15:01:00,3,Interested in demo
BR0YGQV5A,CL007,CD00380,CY-2025,2025-06-25T10:45:00,5,Follow up after event
BR2FTKYPJ,CL007,CD00053,CY-2024,2025-06-25T18:04:00,5,Asked about pricing
BR5TZ7ZW1,CL007,CD00130,CY-2024,2025-06-25T10:56:00,4,Wants case study
BR401YS0T,CL007,CD00103,CY-2025,2025-06-25T19:40:00,3,Wants case study
BRTSDJA50,CL007,CD00186,CY-2024,2025-06-25T15:27:00,2,Follow up after event
BRX5HXWLW,CL007,CD00418,CY-2024,2025-06-25T19:55:00,5,Interested in demo
BRX5JOQO0,CL007,CD00285,CY-2025,2025-06-25T17:52:00,4,
BRMAZC5P3,CL007,CD00377,CY-2025,2025-06-25T19:02:00,5,Interested in demo
BR4TINTNB,CL007,CD00013,CY-2025,2025-06-25T09:59:00,1,Asked for off-record candidate review
BR8PFD2QV,CL074,CD00108,CY-2025,2025-06-25T17:40:00,1,Follow up after event
BRWMFOHSI,CL074,CD00404,CY-2024,2025-06-25T17:49:00,2,Follow up after event
BR3ZMECTF,CL074,CD00193,CY-2025,2025-06-25T16:50:00,3,Interested in demo
BRU2BFMUU,CL074,CD00144,CY-2025,2025-06-25T20:47:00,2,Asked about pricing
BRB45ZVF8,CL074,CD00042,CY-2024,2025-06-25T09:20:00,3,Requested benchmark comp data
BRH4XUCL8,CL074,CD00077,CY-2025,2025-06-25T15:19:00,3,Interested in demo
BRENQODTX,CL074,CD00312,CY-2025,2025-06-25T17:50:00,2,Interested in demo
BR734DQ4C,CL074,CD00180,CY-2025,2025-06-25T16:11:00,2,Follow up after event
BRDCI0598,CL074,CD00381,CY-2025,2025-06-25T13:35:00,5,Interested in demo
BRNMH88LS,CL074,CD00278,CY-2025,2025-06-25T10:09:00,2,Interested in demo
BR9B5YR2L,CL074,CD00259,CY-2025,2025-06-25T20:09:00,2,Asked about pricing
BR9VG4U2E,CL074,CD00410,CY-2025,2025-06-25T15:01:00,1,
BRI14LU17,CL074,CD00009,CY-2025,2025-06-25T18:47:00,2,Asked about pricing
BRHQWWDU7,CL074,CD00234,CY-2025,2025-06-25T18:13:00,5,
BRL6PCKUF,CL074,CD00287,CY-2024,2025-06-25T17:23:00,5,Asked about pricing
BRXJGQGUO,CL074,CD00284,CY-2025,2025-06-25T12:38:00,5,Hot follow-up
BRNE71G18,CL074,CD00016,CY-2024,2025-06-25T10:17:00,3,Follow up after event
BR7JG2DXL,CL074,CD00135,CY-2025,2025-06-25T13:55:00,3,
BR1E8ZW7W,CL074,CD00151,CY-2024,2025-06-25T15:48:00,3,Interested in demo
BRX24F08A,CL074,CD00249,CY-2025,2025-06-25T11:15:00,4,Follow up after event
BRE7VZ118,CL074,CD00064,CY-2024,2025-06-25T12:07:00,1,Asked about pricing
BRRVSJLYC,CL074,CD00372,CY-2024,2025-06-25T15:27:00,1,Existing client expanding mandate
BRIRYRCE5,CL074,CD00075,CY-2025,2025-06-25T16:00:00,4,Considering retained vs project
BRLY5G0KO,CL074,CD00099,CY-2024,2025-06-25T11:27:00,4,Hold for board meeting decision
BRKO4OUV2,CL074,CD00241,CY-2025,2025-06-25T16:39:00,5,Wants case study
BRI9A3S5F,CL074,CD00063,CY-2025,2025-06-25T10:32:00,3,Interested in demo
BROJ4VHUV,CL074,CD00191,CY-2025,2025-06-25T09:49:00,2,Asked about pricing
BRVG6NULP,CL074,CD00113,CY-2025,2025-06-25T17:10:00,3,Asked about pricing
BRFOPFY99,CL074,CD00214,CY-2024,2025-06-25T14:00:00,5,Follow up after event
BRGAQ692N,CL074,CD00084,CY-2024,2025-06-25T12:01:00,2,New stakeholder — needs intro call
BRWC649EP,CL074,CD00322,CY-2025,2025-06-25T10:04:00,3,Hot follow-up
BREDHF57Z,CL074,CD00405,CY-2025,2025-06-25T20:56:00,2,Wants case study
BRHGCDKTC,CL074,CD00066,CY-2024,2025-06-25T18:36:00,4,Asked about pricing
BRKCO40ZK,CL074,CD00023,CY-2025,2025-06-25T11:55:00,2,Considering retained vs project
BR9PB64LZ,CL074,CD00235,CY-2024,2025-06-25T19:53:00,3,Wants case study
BRIKMFKSN,CL074,CD00198,CY-2025,2025-06-25T13:58:00,2,Asked about pricing
BR7TUV7L4,CL074,CD00339,CY-2024,2025-06-25T17:39:00,3,Wants case study
BR2KVQFN8,CL074,CD00174,CY-2024,2025-06-25T14:45:00,2,Asked for off-record candidate review
BRYRVESQU,CL074,CD00190,CY-2025,2025-06-25T17:05:00,4,Interested in demo
BR9EBMEB0,CL074,CD00072,CY-2024,2025-06-25T09:05:00,5,Follow up after event
BRHN9CNSH,CL074,CD00120,CY-2025,2025-06-25T14:45:00,3,Interested in demo
BRY2ZMEAX,CL074,CD00311,CY-2025,2025-06-25T19:39:00,2,Follow up after event
BR47EDN1Z,CL074,CD00269,CY-2025,2025-06-25T17:47:00,3,Wants longlist within 10 business days
BRZ7F0WTE,CL074,CD00196,CY-2025,2025-06-25T17:31:00,4,Interested in demo
BRZ72CO4Z,CL074,CD00329,CY-2025,2025-06-25T17:21:00,3,Follow up after event
BRONMQVFG,CL074,CD00238,CY-2024,2025-06-25T19:46:00,3,Wants case study
BRY1VRKR2,CL074,CD00248,CY-2025,2025-06-25T12:02:00,3,Interested in demo
BR9XK7MTK,CL074,CD00313,CY-2025,2025-06-25T10:51:00,4,Asked for off-record candidate review
BR429MAYX,CL074,CD00237,CY-2025,2025-06-25T14:44:00,3,Follow up after event
BR8DWXHOF,CL074,CD00091,CY-2025,2025-06-25T19:40:00,5,Interested in demo
BRPEX73FK,CL074,CD00290,CY-2025,2025-06-25T18:55:00,1,Existing client expanding mandate
BRDH7EGUQ,CL074,CD00377,CY-2025,2025-06-25T12:48:00,4,Wants case study
BRL91ZMO1,CL074,CD00338,CY-2025,2025-06-25T14:44:00,5,Follow up after event
BR0G6FAZY,CL074,CD00201,CY-2024,2025-06-25T10:00:00,4,Wants case study
BRF6XTAAZ,CL074,CD00227,CY-2024,2025-06-25T20:38:00,2,Follow up after event
BRW0VE547,CL074,CD00282,CY-2025,2025-06-25T13:09:00,2,Interested in demo
BR8JX1RKM,CL074,CD00357,CY-2025,2025-06-25T11:39:00,3,Follow up after event
BR9H9XTDC,CL074,CD00279,CY-2024,2025-06-25T17:29:00,4,Wants case study
BRWI7XB4Y,CL074,CD00397,CY-2025,2025-06-25T12:41:00,3,
BRY6O378W,CL074,CD00053,CY-2025,2025-06-25T11:50:00,5,Existing client expanding mandate
BRE2AO69W,CL074,CD00062,CY-2025,2025-06-25T19:37:00,4,Wants case study
BRDMPX87E,CL074,CD00226,CY-2024,2025-06-25T13:49:00,4,Asked for off-record candidate review
BRGT6XSZU,CL074,CD00268,CY-2025,2025-06-25T16:16:00,3,Asked about pricing
BR3OMR9N6,CL074,CD00390,CY-2025,2025-06-25T16:17:00,2,Interested in demo
BRPLNHO9F,CL074,CD00399,CY-2024,2025-06-25T20:58:00,5,Asked about pricing
BRT7Y6QXT,CL074,CD00074,CY-2025,2025-06-25T15:06:00,5,Hold for board meeting decision
BR6Y3L9FA,CL074,CD00096,CY-2025,2025-06-25T18:24:00,5,Considering retained vs project
BRI31P99V,CL074,CD00071,CY-2024,2025-06-25T15:29:00,5,Asked for off-record candidate review
BRAOPDI50,CL074,CD00276,CY-2025,2025-06-25T15:07:00,2,Follow up after event
BR761YYJU,CL074,CD00095,CY-2025,2025-06-25T09:02:00,1,Requested benchmark comp data
BRGD0PL2X,CL074,CD00195,CY-2025,2025-06-25T20:30:00,2,Follow up after event
BRQC01BMC,CL074,CD00319,CY-2024,2025-06-25T09:39:00,3,Wants case study
BRKWH8884,CL074,CD00295,CY-2024,2025-06-25T16:53:00,2,Interested in demo
BRR12XAHS,CL074,CD00079,CY-2024,2025-06-25T12:48:00,3,
BRG1OUVS6,CL074,CD00124,CY-2024,2025-06-25T09:56:00,2,Interested in demo
BR4XK8N2G,CL074,CD00181,CY-2025,2025-06-25T17:29:00,5,Existing client expanding mandate
BRHWRY3YG,CL074,CD00104,CY-2025,2025-06-25T13:01:00,4,Hot follow-up
BR23JXWAC,CL074,CD00139,CY-2025,2025-06-25T19:06:00,2,Requested benchmark comp data
BRXD687CH,CL074,CD00041,CY-2024,2025-06-25T14:23:00,5,Hot follow-up
BR5B6PHW9,CL074,CD00402,CY-2025,2025-06-25T18:13:00,2,Interested in demo
BR2AC3FV4,CL074,CD00406,CY-2025,2025-06-25T11:08:00,3,Asked about pricing
BR5RLAL91,CL074,CD00165,CY-2024,2025-06-25T11:30:00,2,Wants case study
BRDR8AS8D,CL074,CD00332,CY-2024,2025-06-25T16:40:00,2,Asked about pricing
BR4TUTY9X,CL074,CD00350,CY-2025,2025-06-25T12:50:00,5,Asked about pricing
BRRY2JGD1,CL074,CD00183,CY-2024,2025-06-25T09:31:00,2,Requested benchmark comp data
BRP39JMDE,CL074,CD00197,CY-2024,2025-06-25T12:20:00,2,Wants case study
BRZZ1H8TJ,CL074,CD00396,CY-2025,2025-06-25T19:44:00,1,Asked for off-record candidate review
BRENKUX9L,CL074,CD00014,CY-2024,2025-06-25T10:25:00,3,Wants case study
BRELBV2V1,CL074,CD00205,CY-2025,2025-06-25T18:51:00,3,Interested in demo
BR0CV2C7R,CL074,CD00003,CY-2024,2025-06-25T09:17:00,1,Interested in demo
BRO39BJRK,CL074,CD00398,CY-2025,2025-06-25T11:28:00,3,Interested in demo
BR9VFPANF,CL074,CD00217,CY-2025,2025-06-25T11:13:00,1,Wants case study
BRZ5BM0ZT,CL074,CD00321,CY-2024,2025-06-25T20:43:00,4,Interested in demo
BRUNHM34N,CL074,CD00106,CY-2024,2025-06-25T13:00:00,3,Asked about pricing
BRBNOZBYB,CL074,CD00395,CY-2025,2025-06-25T12:31:00,5,Asked about pricing
BR00QEXRZ,CL074,CD00059,CY-2024,2025-06-25T18:49:00,4,Wants case study
BRQUB7LX4,CL074,CD00414,CY-2025,2025-06-25T15:56:00,2,Wants case study
BR126OMSV,CL074,CD00036,CY-2025,2025-06-25T20:28:00,3,Asked about pricing
