cycle_id,candidate_id,search_id,advanced_to_next_stage,stage_score,consultant_note
CY-2025,CD00189,SR2025-22,True,2,Fit for international remit.
CY-2025,CD00189,SR2025-01,True,5,Strong track record in PE-backed scale-ups.
CY-2025,CD00189,SR2025-03,True,5,Strong speakers.
CY-2025,CD00189,SR2025-14,True,2,Good moderation.
CY-2025,CD00189,SR2025-02,True,4,Loved the case study.
CY-2025,CD00189,SR2025-21,True,5,Too salesy.
CY-2025,CD00189,SR2025-04,True,4,Loved the case study.
CY-2025,CD00189,SR2025-20,True,4,Very practical.
CY-2025,CD00189,SR2025-13,True,3,Currently in another process — moving fast.
CY-2025,CD00360,SR2025-04,True,5,Too salesy.
CY-2025,CD00360,SR2025-07,True,4,Standout cultural fit for the client.
CY-2025,CD00360,SR2025-21,True,4,Good moderation.
CY-2025,CD00360,SR2025-13,True,5,Compensation expectation aligned.
CY-2025,CD00360,SR2025-02,True,5,Compensation expectation aligned.
CY-2025,CD00360,SR2025-03,True,5,Open to relocation.
CY-2025,CD00360,SR2025-16,True,2,Good moderation.
CY-2025,CD00360,SR2025-12,True,3,Loved the case study.
CY-2025,CD00286,SR2025-01,True,3,Strong speakers.
CY-2025,CD00286,SR2025-13,True,4,Compensation expectation aligned.
CY-2025,CD00286,SR2025-04,True,3,Good moderation.
CY-2025,CD00286,SR2025-08,True,4,Great insights on AI.
CY-2025,CD00286,SR2025-18,True,5,Strong speakers.
CY-2025,CD00286,SR2025-17,True,5,More examples needed.
CY-2025,CD00286,SR2025-12,True,2,Strong speakers.
CY-2025,CD00286,SR2025-15,True,5,Loved the case study.
CY-2025,CD00068,SR2025-13,True,5,More examples needed.
CY-2025,CD00068,SR2025-02,True,4,Loved the case study.
CY-2025,CD00068,SR2025-19,True,3,Good moderation.
CY-2025,CD00068,SR2025-22,True,3,Strong speakers.
CY-2025,CD00068,SR2025-03,True,5,More examples needed.
CY-2025,CD00068,SR2025-14,True,3,"Strong commercial instinct, less operational depth."
CY-2025,CD00068,SR2025-05,True,4,More examples needed.
CY-2025,CD00068,SR2025-21,True,3,Open to relocation.
CY-2025,CD00320,SR2025-07,True,5,Standout cultural fit for the client.
CY-2025,CD00320,SR2025-08,True,4,Fit for international remit.
CY-2025,CD00320,SR2025-20,True,4,Wants equity component.
CY-2025,CD00320,SR2025-21,True,3,Compensation expectation aligned.
CY-2025,CD00320,SR2025-01,True,2,Too salesy.
CY-2025,CD00320,SR2025-22,True,3,Good moderation.
CY-2025,CD00320,SR2025-06,True,5,Lost out at final stage — wants to stay in touch.
CY-2025,CD00320,SR2025-05,True,3,Good moderation.
CY-2025,CD00320,SR2025-16,True,4,Great insights on AI.
CY-2025,CD00280,SR2025-01,True,5,More examples needed.
CY-2025,CD00280,SR2025-02,True,4,Good moderation.
CY-2025,CD00280,SR2025-07,True,4,Loved the case study.
CY-2025,CD00280,SR2025-11,True,5,More examples needed.
CY-2025,CD00280,SR2025-19,True,3,Standout cultural fit for the client.
CY-2025,CD00280,SR2025-05,True,4,Good moderation.
CY-2025,CD00280,SR2025-22,True,3,Too salesy.
CY-2025,CD00280,SR2025-21,True,4,Very practical.
CY-2025,CD00280,SR2025-16,True,4,Strong speakers.
CY-2025,CD00280,SR2025-09,True,4,Currently in another process — moving fast.
CY-2024,CD00250,SR2024-11,True,5,Standout cultural fit for the client.
CY-2024,CD00250,SR2024-15,True,3,Great insights on AI.
CY-2024,CD00250,SR2024-14,True,4,Too salesy.
CY-2024,CD00250,SR2024-21,True,4,Loved the case study.
CY-2024,CD00250,SR2024-04,True,5,Great insights on AI.
CY-2024,CD00250,SR2024-08,True,4,Good moderation.
CY-2024,CD00250,SR2024-03,True,5,Great insights on AI.
CY-2024,CD00250,SR2024-10,True,3,Great insights on AI.
CY-2024,CD00250,SR2024-05,True,2,Very practical.
CY-2024,CD00250,SR2024-13,True,3,Fit for international remit.
CY-2025,CD00075,SR2025-10,True,2,Loved the case study.
CY-2025,CD00075,SR2025-07,True,4,Fit for international remit.
CY-2025,CD00075,SR2025-02,True,2,Loved the case study.
CY-2025,CD00075,SR2025-13,True,4,Too salesy.
CY-2025,CD00075,SR2025-11,True,3,More examples needed.
CY-2025,CD00075,SR2025-09,True,4,Loved the case study.
CY-2025,CD00075,SR2025-14,True,3,Wants equity component.
CY-2025,CD00075,SR2025-12,True,4,Loved the case study.
CY-2025,CD00042,SR2025-19,True,3,Very practical.
CY-2025,CD00042,SR2025-12,True,3,Excellent peer references.
CY-2025,CD00042,SR2025-07,True,5,Good moderation.
CY-2025,CD00042,SR2025-16,True,4,Great insights on AI.
CY-2025,CD00042,SR2025-11,True,4,Standout cultural fit for the client.
CY-2025,CD00042,SR2025-14,True,2,Excellent peer references.
CY-2025,CD00042,SR2025-18,True,3,Fit for international remit.
CY-2025,CD00042,SR2025-21,True,5,More examples needed.
CY-2025,CD00042,SR2025-01,True,5,
CY-2025,CD00042,SR2025-09,True,4,More examples needed.
CY-2025,CD00048,SR2025-02,True,5,Too salesy.
CY-2025,CD00048,SR2025-20,True,5,Currently in another process — moving fast.
CY-2025,CD00048,SR2025-09,True,4,Loved the case study.
CY-2025,CD00048,SR2025-08,True,4,Good moderation.
CY-2025,CD00048,SR2025-07,True,4,"Strong commercial instinct, less operational depth."
CY-2025,CD00048,SR2025-19,True,1,Great insights on AI.
CY-2025,CD00297,SR2025-14,True,4,Wants equity component.
CY-2025,CD00297,SR2025-11,True,4,Very practical.
CY-2025,CD00297,SR2025-01,True,3,Too salesy.
CY-2025,CD00297,SR2025-12,True,4,Great insights on AI.
CY-2025,CD00297,SR2025-22,True,1,Too salesy.
CY-2025,CD00297,SR2025-17,True,4,Great insights on AI.
CY-2025,CD00297,SR2025-16,True,2,Wants equity component.
CY-2025,CD00297,SR2025-06,True,4,More examples needed.
CY-2025,CD00297,SR2025-04,True,4,Very practical.
CY-2025,CD00297,SR2025-15,True,1,"Strong commercial instinct, less operational depth."
CY-2024,CD00013,SR2024-16,True,4,Too salesy.
CY-2024,CD00013,SR2024-04,True,5,Loved the case study.
CY-2024,CD00013,SR2024-15,True,4,Good moderation.
CY-2024,CD00013,SR2024-13,True,4,Lost out at final stage — wants to stay in touch.
CY-2024,CD00013,SR2024-18,True,3,Good moderation.
CY-2024,CD00013,SR2024-22,True,4,Strong track record in PE-backed scale-ups.
CY-2024,CD00013,SR2024-03,True,4,More examples needed.
CY-2024,CD00013,SR2024-02,True,3,Very practical.
CY-2024,CD00013,SR2024-12,True,5,Strong speakers.
CY-2025,CD00276,SR2025-12,True,3,Excellent peer references.
CY-2025,CD00276,SR2025-06,True,3,Very practical.
CY-2025,CD00276,SR2025-05,True,1,Wants equity component.
CY-2025,CD00276,SR2025-09,True,4,Strong speakers.
CY-2025,CD00276,SR2025-11,True,4,Too salesy.
CY-2025,CD00276,SR2025-18,True,4,Standout cultural fit for the client.
CY-2025,CD00276,SR2025-17,True,4,Very practical.
CY-2024,CD00153,SR2024-19,True,4,Very practical.
CY-2024,CD00153,SR2024-08,True,5,More examples needed.
CY-2024,CD00153,SR2024-02,True,5,Good moderation.
CY-2024,CD00153,SR2024-16,True,4,Good moderation.
CY-2024,CD00153,SR2024-14,True,4,Standout cultural fit for the client.
CY-2024,CD00153,SR2024-07,True,5,"Strong commercial instinct, less operational depth."
CY-2024,CD00153,SR2024-06,True,2,Strong speakers.
CY-2024,CD00153,SR2024-20,True,2,Excellent peer references.
CY-2024,CD00153,SR2024-21,True,4,
CY-2024,CD00055,SR2024-16,True,5,Great insights on AI.
CY-2024,CD00055,SR2024-01,True,5,Good moderation.
CY-2024,CD00055,SR2024-05,True,4,Loved the case study.
CY-2024,CD00055,SR2024-15,True,4,Very practical.
CY-2024,CD00055,SR2024-07,True,5,Loved the case study.
CY-2024,CD00055,SR2024-09,True,5,Fit for international remit.
CY-2024,CD00055,SR2024-18,True,3,Too salesy.
CY-2024,CD00055,SR2024-20,True,5,Open to relocation.
CY-2024,CD00055,SR2024-11,True,5,Fit for international remit.
CY-2025,CD00199,SR2025-04,True,3,Strong speakers.
CY-2025,CD00199,SR2025-05,True,4,Very practical.
CY-2025,CD00199,SR2025-20,True,4,Good moderation.
CY-2025,CD00199,SR2025-06,True,3,Good moderation.
CY-2025,CD00199,SR2025-14,True,4,Great insights on AI.
CY-2025,CD00199,SR2025-01,True,4,Too salesy.
CY-2025,CD00199,SR2025-02,True,5,Too salesy.
CY-2025,CD00308,SR2025-09,True,2,Open to relocation.
CY-2025,CD00308,SR2025-11,True,4,Loved the case study.
CY-2025,CD00308,SR2025-03,True,4,Good moderation.
CY-2025,CD00308,SR2025-18,True,3,Very practical.
CY-2025,CD00155,SR2025-02,True,5,Wants equity component.
CY-2025,CD00155,SR2025-20,True,5,Currently in another process — moving fast.
CY-2025,CD00155,SR2025-12,True,5,Loved the case study.
CY-2025,CD00155,SR2025-08,True,4,"Strong commercial instinct, less operational depth."
CY-2025,CD00155,SR2025-05,True,4,Strong speakers.
CY-2025,CD00155,SR2025-03,True,4,Great insights on AI.
CY-2025,CD00155,SR2025-10,True,3,Strong speakers.
CY-2025,CD00155,SR2025-19,True,4,Too salesy.
CY-2025,CD00155,SR2025-15,True,5,Too salesy.
CY-2025,CD00374,SR2025-22,True,5,Too salesy.
CY-2025,CD00374,SR2025-18,True,5,Currently in another process — moving fast.
CY-2025,CD00374,SR2025-14,True,3,More examples needed.
CY-2025,CD00374,SR2025-09,True,4,Strong speakers.
CY-2025,CD00374,SR2025-15,True,5,Very practical.
CY-2025,CD00374,SR2025-20,True,5,Very practical.
CY-2025,CD00374,SR2025-08,True,4,"Strong commercial instinct, less operational depth."
CY-2025,CD00374,SR2025-06,True,3,
CY-2024,CD00008,SR2024-09,True,4,More examples needed.
CY-2024,CD00008,SR2024-05,True,5,Strong speakers.
CY-2024,CD00008,SR2024-11,True,5,More examples needed.
CY-2024,CD00008,SR2024-15,True,5,Loved the case study.
CY-2024,CD00008,SR2024-03,True,4,Lost out at final stage — wants to stay in touch.
CY-2024,CD00008,SR2024-20,True,4,Loved the case study.
CY-2024,CD00008,SR2024-21,True,4,Loved the case study.
CY-2024,CD00008,SR2024-08,True,5,Strong speakers.
CY-2024,CD00008,SR2024-18,True,4,Compensation expectation aligned.
CY-2025,CD00359,SR2025-21,True,4,Great insights on AI.
CY-2025,CD00359,SR2025-18,True,5,Lost out at final stage — wants to stay in touch.
CY-2025,CD00359,SR2025-03,True,4,Wants equity component.
CY-2025,CD00359,SR2025-13,True,5,"Strong commercial instinct, less operational depth."
CY-2024,CD00212,SR2024-08,True,5,Standout cultural fit for the client.
CY-2024,CD00212,SR2024-18,True,2,Very practical.
CY-2024,CD00212,SR2024-09,True,4,Loved the case study.
CY-2024,CD00212,SR2024-17,True,5,Great insights on AI.
CY-2024,CD00315,SR2024-16,True,2,More examples needed.
CY-2024,CD00315,SR2024-02,True,4,Loved the case study.
CY-2024,CD00315,SR2024-20,True,4,Loved the case study.
CY-2024,CD00315,SR2024-03,True,4,Too salesy.
CY-2025,CD00302,SR2025-08,True,4,Strong speakers.
CY-2025,CD00302,SR2025-21,True,3,More examples needed.
CY-2025,CD00302,SR2025-05,True,4,More examples needed.
CY-2025,CD00302,SR2025-14,True,5,Strong track record in PE-backed scale-ups.
CY-2025,CD00302,SR2025-04,True,4,Loved the case study.
CY-2025,CD00302,SR2025-20,True,4,Very practical.
CY-2025,CD00302,SR2025-18,True,5,Strong track record in PE-backed scale-ups.
CY-2025,CD00302,SR2025-06,True,4,Too salesy.
CY-2025,CD00009,SR2025-19,True,5,Excellent peer references.
CY-2025,CD00009,SR2025-02,True,5,Too salesy.
CY-2025,CD00009,SR2025-11,True,5,Standout cultural fit for the client.
CY-2025,CD00009,SR2025-22,True,4,Loved the case study.
CY-2025,CD00009,SR2025-20,True,3,Great insights on AI.
CY-2025,CD00009,SR2025-13,True,4,More examples needed.
CY-2025,CD00009,SR2025-10,True,4,Strong speakers.
CY-2025,CD00009,SR2025-18,True,5,Strong speakers.
CY-2025,CD00290,SR2025-13,True,5,Wants equity component.
CY-2025,CD00290,SR2025-20,True,5,More examples needed.
CY-2025,CD00290,SR2025-16,True,2,Strong track record in PE-backed scale-ups.
CY-2025,CD00290,SR2025-05,True,5,Strong speakers.
CY-2025,CD00290,SR2025-11,True,3,More examples needed.
CY-2025,CD00290,SR2025-08,True,5,Good moderation.
CY-2025,CD00290,SR2025-04,True,5,Excellent peer references.
CY-2025,CD00031,SR2025-07,True,5,Very practical.
CY-2025,CD00031,SR2025-19,True,3,Too salesy.
CY-2025,CD00031,SR2025-15,True,5,Compensation expectation aligned.
CY-2025,CD00031,SR2025-11,True,4,Wants equity component.
CY-2025,CD00031,SR2025-01,True,4,Very practical.
CY-2025,CD00031,SR2025-03,True,5,Great insights on AI.
CY-2025,CD00363,SR2025-09,True,3,Strong speakers.
CY-2025,CD00363,SR2025-19,True,3,Good moderation.
CY-2025,CD00363,SR2025-11,True,5,Wants equity component.
CY-2025,CD00363,SR2025-17,True,3,More examples needed.
CY-2025,CD00363,SR2025-05,True,3,Great insights on AI.
CY-2024,CD00065,SR2024-10,True,4,Strong track record in PE-backed scale-ups.
CY-2024,CD00065,SR2024-13,True,5,Great insights on AI.
CY-2024,CD00065,SR2024-12,True,3,Good moderation.
CY-2024,CD00065,SR2024-01,True,4,Great insights on AI.
CY-2024,CD00065,SR2024-08,True,4,Great insights on AI.
CY-2024,CD00065,SR2024-16,True,3,Too salesy.
CY-2024,CD00065,SR2024-19,True,4,Fit for international remit.
CY-2024,CD00065,SR2024-18,True,5,Very practical.
CY-2025,CD00293,SR2025-07,True,2,Good moderation.
CY-2025,CD00293,SR2025-21,True,5,Strong speakers.
CY-2025,CD00293,SR2025-11,True,2,Great insights on AI.
CY-2025,CD00293,SR2025-02,True,4,Strong speakers.
CY-2025,CD00293,SR2025-10,True,5,Open to relocation.
CY-2025,CD00293,SR2025-09,True,5,Good moderation.
CY-2025,CD00293,SR2025-13,True,5,Compensation expectation aligned.
CY-2024,CD00372,SR2024-19,True,4,More examples needed.
CY-2024,CD00372,SR2024-06,True,5,Standout cultural fit for the client.
CY-2024,CD00372,SR2024-13,True,4,Loved the case study.
CY-2024,CD00372,SR2024-05,True,5,Great insights on AI.
CY-2024,CD00372,SR2024-12,True,4,Strong speakers.
CY-2024,CD00372,SR2024-08,True,5,Good moderation.
CY-2025,CD00247,SR2025-17,True,5,Currently in another process — moving fast.
CY-2025,CD00247,SR2025-03,True,5,More examples needed.
CY-2025,CD00247,SR2025-01,True,5,Very practical.
CY-2025,CD00247,SR2025-20,True,3,Too salesy.
CY-2025,CD00247,SR2025-04,True,4,Great insights on AI.
CY-2025,CD00247,SR2025-14,True,5,Compensation expectation aligned.
CY-2025,CD00247,SR2025-10,True,3,More examples needed.
CY-2025,CD00247,SR2025-08,True,4,Currently in another process — moving fast.
CY-2025,CD00247,SR2025-21,True,5,Great insights on AI.
CY-2024,CD00183,SR2024-05,True,5,Excellent peer references.
CY-2024,CD00183,SR2024-01,True,3,Good moderation.
CY-2024,CD00183,SR2024-10,True,4,Strong speakers.
CY-2024,CD00183,SR2024-22,True,5,Standout cultural fit for the client.
CY-2024,CD00183,SR2024-06,True,4,"Strong commercial instinct, less operational depth."
CY-2024,CD00183,SR2024-19,True,3,Strong speakers.
CY-2024,CD00183,SR2024-02,True,5,Too salesy.
CY-2024,CD00183,SR2024-13,True,5,Too salesy.
CY-2024,CD00057,SR2024-10,True,5,Good moderation.
CY-2024,CD00057,SR2024-03,True,4,Too salesy.
CY-2024,CD00057,SR2024-20,True,3,Very practical.
CY-2024,CD00057,SR2024-12,True,5,More examples needed.
CY-2025,CD00215,SR2025-08,True,3,Strong speakers.
CY-2025,CD00215,SR2025-07,True,4,Currently in another process — moving fast.
CY-2025,CD00215,SR2025-14,True,4,Great insights on AI.
CY-2025,CD00215,SR2025-19,True,2,Very practical.
CY-2025,CD00215,SR2025-15,True,5,Excellent peer references.
CY-2025,CD00215,SR2025-16,True,3,More examples needed.
CY-2025,CD00035,SR2025-14,True,4,"Strong commercial instinct, less operational depth."
CY-2025,CD00035,SR2025-12,True,2,Standout cultural fit for the client.
CY-2025,CD00035,SR2025-21,True,4,Too salesy.
CY-2025,CD00035,SR2025-05,True,2,Loved the case study.
CY-2025,CD00035,SR2025-18,True,4,Strong speakers.
CY-2025,CD00035,SR2025-13,True,3,Too salesy.
CY-2025,CD00002,SR2025-01,True,5,Standout cultural fit for the client.
CY-2025,CD00002,SR2025-05,True,4,Too salesy.
CY-2025,CD00002,SR2025-02,True,2,Great insights on AI.
CY-2025,CD00002,SR2025-10,True,4,Compensation expectation aligned.
CY-2025,CD00002,SR2025-15,True,5,Strong track record in PE-backed scale-ups.
CY-2025,CD00002,SR2025-19,True,5,Good moderation.
CY-2025,CD00002,SR2025-22,True,5,Great insights on AI.
CY-2025,CD00002,SR2025-12,True,5,Loved the case study.
CY-2025,CD00002,SR2025-06,True,3,Fit for international remit.
CY-2025,CD00002,SR2025-13,True,5,More examples needed.
CY-2025,CD00373,SR2025-11,True,5,More examples needed.
CY-2025,CD00373,SR2025-16,True,1,More examples needed.
CY-2025,CD00373,SR2025-19,True,5,Standout cultural fit for the client.
CY-2025,CD00373,SR2025-21,True,4,Currently in another process — moving fast.
CY-2025,CD00373,SR2025-20,True,4,More examples needed.
CY-2025,CD00373,SR2025-22,True,2,Too salesy.
CY-2025,CD00373,SR2025-07,True,4,More examples needed.
CY-2025,CD00014,SR2025-19,True,4,More examples needed.
CY-2025,CD00014,SR2025-02,True,3,Open to relocation.
CY-2025,CD00014,SR2025-18,True,3,Great insights on AI.
CY-2025,CD00014,SR2025-10,True,4,More examples needed.
CY-2025,CD00014,SR2025-17,True,5,Good moderation.
CY-2025,CD00014,SR2025-03,True,4,Fit for international remit.
CY-2025,CD00014,SR2025-07,True,4,Very practical.
CY-2025,CD00014,SR2025-06,True,3,Loved the case study.
CY-2025,CD00011,SR2025-07,True,4,Too salesy.
CY-2025,CD00011,SR2025-20,True,5,Great insights on AI.
CY-2025,CD00011,SR2025-16,True,4,Great insights on AI.
CY-2025,CD00011,SR2025-15,True,4,More examples needed.
CY-2025,CD00011,SR2025-17,True,3,Great insights on AI.
CY-2025,CD00175,SR2025-08,True,4,Very practical.
CY-2025,CD00175,SR2025-06,True,4,Too salesy.
CY-2025,CD00175,SR2025-22,True,4,Great insights on AI.
CY-2025,CD00175,SR2025-02,True,3,Good moderation.
CY-2025,CD00175,SR2025-13,True,5,Standout cultural fit for the client.
CY-2025,CD00175,SR2025-11,True,2,Strong speakers.
CY-2025,CD00175,SR2025-10,True,5,Very practical.
CY-2025,CD00175,SR2025-16,True,3,Excellent peer references.
CY-2025,CD00175,SR2025-17,True,4,Strong speakers.
CY-2025,CD00384,SR2025-17,True,4,More examples needed.
CY-2025,CD00384,SR2025-03,True,5,Great insights on AI.
CY-2025,CD00384,SR2025-21,True,3,More examples needed.
CY-2025,CD00384,SR2025-08,True,5,More examples needed.
CY-2025,CD00109,SR2025-08,True,4,More examples needed.
CY-2025,CD00109,SR2025-12,True,5,Very practical.
CY-2025,CD00109,SR2025-14,True,4,Excellent peer references.
CY-2025,CD00109,SR2025-10,True,5,Strong track record in PE-backed scale-ups.
CY-2025,CD00109,SR2025-21,True,4,Open to relocation.
CY-2025,CD00109,SR2025-11,True,4,Loved the case study.
CY-2025,CD00109,SR2025-05,True,5,Loved the case study.
CY-2024,CD00040,SR2024-18,True,4,Loved the case study.
CY-2024,CD00040,SR2024-10,True,3,Loved the case study.
CY-2024,CD00040,SR2024-05,True,5,Great insights on AI.
CY-2024,CD00040,SR2024-13,True,5,Wants equity component.
CY-2024,CD00040,SR2024-16,True,4,Excellent peer references.
CY-2024,CD00040,SR2024-08,True,5,Too salesy.
CY-2024,CD00040,SR2024-09,True,3,Good moderation.
CY-2024,CD00040,SR2024-02,True,5,Strong speakers.
CY-2024,CD00040,SR2024-14,True,4,Compensation expectation aligned.
CY-2025,CD00110,SR2025-18,True,3,Good moderation.
CY-2025,CD00110,SR2025-02,True,5,Too salesy.
CY-2025,CD00110,SR2025-11,True,4,Very practical.
CY-2025,CD00110,SR2025-09,True,5,More examples needed.
CY-2025,CD00405,SR2025-02,True,3,Loved the case study.
CY-2025,CD00405,SR2025-19,True,4,More examples needed.
CY-2025,CD00405,SR2025-03,True,3,Lost out at final stage — wants to stay in touch.
CY-2025,CD00405,SR2025-18,True,5,Loved the case study.
CY-2025,CD00405,SR2025-14,True,5,More examples needed.
CY-2025,CD00270,SR2025-19,True,4,Good moderation.
CY-2025,CD00270,SR2025-14,True,4,Open to relocation.
CY-2025,CD00270,SR2025-12,True,5,More examples needed.
CY-2025,CD00270,SR2025-08,True,4,Good moderation.
CY-2025,CD00270,SR2025-21,True,5,
CY-2025,CD00270,SR2025-06,True,5,Great insights on AI.
CY-2025,CD00270,SR2025-01,True,4,Very practical.
CY-2025,CD00270,SR2025-18,True,3,Strong speakers.
CY-2025,CD00267,SR2025-09,True,5,Loved the case study.
CY-2025,CD00267,SR2025-04,True,1,Standout cultural fit for the client.
CY-2025,CD00267,SR2025-02,True,4,Great insights on AI.
CY-2025,CD00267,SR2025-10,True,3,Strong speakers.
CY-2025,CD00267,SR2025-11,True,5,Wants equity component.
CY-2025,CD00327,SR2025-03,True,4,Strong speakers.
CY-2025,CD00327,SR2025-21,True,4,Strong track record in PE-backed scale-ups.
CY-2025,CD00327,SR2025-11,True,3,More examples needed.
CY-2025,CD00327,SR2025-12,True,3,Good moderation.
CY-2025,CD00327,SR2025-18,True,4,Great insights on AI.
CY-2025,CD00327,SR2025-05,True,2,Strong track record in PE-backed scale-ups.
CY-2025,CD00281,SR2025-02,True,4,"Strong commercial instinct, less operational depth."
CY-2025,CD00281,SR2025-11,True,4,Excellent peer references.
CY-2025,CD00281,SR2025-22,True,5,Fit for international remit.
CY-2025,CD00281,SR2025-03,True,2,More examples needed.
CY-2025,CD00281,SR2025-09,True,3,More examples needed.
CY-2025,CD00197,SR2025-02,True,5,Strong speakers.
CY-2025,CD00197,SR2025-03,True,5,More examples needed.
CY-2025,CD00197,SR2025-12,True,5,Good moderation.
CY-2025,CD00197,SR2025-22,True,2,Loved the case study.
CY-2025,CD00197,SR2025-15,True,5,Too salesy.
CY-2025,CD00197,SR2025-11,True,4,Too salesy.
CY-2025,CD00197,SR2025-16,True,2,Too salesy.
CY-2025,CD00197,SR2025-07,True,4,More examples needed.
CY-2025,CD00197,SR2025-14,True,4,More examples needed.
CY-2025,CD00054,SR2025-03,True,5,Very practical.
CY-2025,CD00054,SR2025-12,True,2,Strong speakers.
CY-2025,CD00054,SR2025-07,True,4,Compensation expectation aligned.
CY-2025,CD00054,SR2025-21,True,4,Good moderation.
CY-2025,CD00054,SR2025-16,True,4,Good moderation.
CY-2025,CD00190,SR2025-08,True,5,Strong speakers.
CY-2025,CD00190,SR2025-04,True,2,Too salesy.
CY-2025,CD00190,SR2025-20,True,5,Strong speakers.
CY-2025,CD00190,SR2025-16,True,5,More examples needed.
CY-2025,CD00190,SR2025-07,True,4,Great insights on AI.
CY-2025,CD00190,SR2025-22,True,4,Very practical.
CY-2025,CD00190,SR2025-17,True,5,Great insights on AI.
CY-2025,CD00190,SR2025-19,True,2,Great insights on AI.
CY-2025,CD00190,SR2025-21,True,3,Wants equity component.
CY-2025,CD00190,SR2025-09,True,5,More examples needed.
CY-2024,CD00136,SR2024-07,True,3,Great insights on AI.
CY-2024,CD00136,SR2024-10,True,4,Strong speakers.
CY-2024,CD00136,SR2024-17,True,5,Great insights on AI.
CY-2024,CD00136,SR2024-16,True,5,Strong speakers.
CY-2024,CD00136,SR2024-02,True,5,Strong speakers.
CY-2024,CD00136,SR2024-22,True,3,Good moderation.
CY-2024,CD00136,SR2024-13,True,5,Excellent peer references.
CY-2024,CD00136,SR2024-19,True,4,Very practical.
CY-2025,CD00038,SR2025-12,True,5,Great insights on AI.
CY-2025,CD00038,SR2025-03,True,5,More examples needed.
CY-2025,CD00038,SR2025-18,True,5,Open to relocation.
CY-2025,CD00038,SR2025-21,True,4,Good moderation.
CY-2025,CD00038,SR2025-04,True,4,Too salesy.
CY-2025,CD00038,SR2025-20,True,2,Very practical.
CY-2025,CD00038,SR2025-16,True,5,Loved the case study.
CY-2025,CD00087,SR2025-19,True,4,Fit for international remit.
CY-2025,CD00087,SR2025-03,True,1,Very practical.
CY-2025,CD00087,SR2025-15,True,4,Very practical.
CY-2025,CD00087,SR2025-04,True,4,Great insights on AI.
CY-2025,CD00087,SR2025-09,True,3,Excellent peer references.
CY-2025,CD00087,SR2025-20,True,5,Excellent peer references.
CY-2025,CD00087,SR2025-02,True,4,Excellent peer references.
CY-2025,CD00087,SR2025-18,True,2,Loved the case study.
CY-2025,CD00087,SR2025-11,True,5,Good moderation.
CY-2025,CD00087,SR2025-10,True,4,"Strong commercial instinct, less operational depth."
CY-2025,CD00323,SR2025-07,True,1,More examples needed.
CY-2025,CD00323,SR2025-20,True,5,Very practical.
CY-2025,CD00323,SR2025-19,True,4,"Strong commercial instinct, less operational depth."
CY-2025,CD00323,SR2025-02,True,4,Currently in another process — moving fast.
CY-2025,CD00323,SR2025-03,True,4,Compensation expectation aligned.
CY-2025,CD00323,SR2025-11,True,2,Fit for international remit.
CY-2025,CD00323,SR2025-06,True,2,Loved the case study.
CY-2025,CD00323,SR2025-17,True,5,Too salesy.
CY-2025,CD00323,SR2025-15,True,3,Great insights on AI.
CY-2025,CD00159,SR2025-15,True,4,Compensation expectation aligned.
CY-2025,CD00159,SR2025-17,True,3,Standout cultural fit for the client.
CY-2025,CD00159,SR2025-01,True,3,Standout cultural fit for the client.
CY-2025,CD00159,SR2025-21,True,4,Compensation expectation aligned.
CY-2025,CD00159,SR2025-09,True,5,More examples needed.
CY-2025,CD00159,SR2025-12,True,4,Excellent peer references.
CY-2025,CD00173,SR2025-06,True,4,Great insights on AI.
CY-2025,CD00173,SR2025-04,True,3,
CY-2025,CD00173,SR2025-17,True,3,Good moderation.
CY-2025,CD00173,SR2025-11,True,4,Loved the case study.
CY-2025,CD00173,SR2025-03,True,4,Lost out at final stage — wants to stay in touch.
CY-2025,CD00173,SR2025-18,True,5,Too salesy.
CY-2025,CD00173,SR2025-05,True,4,More examples needed.
CY-2025,CD00186,SR2025-17,True,4,Strong track record in PE-backed scale-ups.
CY-2025,CD00186,SR2025-16,True,4,Strong speakers.
CY-2025,CD00186,SR2025-05,True,5,Lost out at final stage — wants to stay in touch.
CY-2025,CD00186,SR2025-13,True,4,Standout cultural fit for the client.
CY-2025,CD00069,SR2025-07,True,4,Too salesy.
CY-2025,CD00069,SR2025-17,True,4,Very practical.
CY-2025,CD00069,SR2025-05,True,4,Compensation expectation aligned.
CY-2025,CD00069,SR2025-06,True,5,More examples needed.
CY-2025,CD00069,SR2025-10,True,4,Loved the case study.
CY-2025,CD00069,SR2025-22,True,4,Wants equity component.
CY-2024,CD00094,SR2024-12,True,5,Strong speakers.
CY-2024,CD00094,SR2024-10,True,3,"Strong commercial instinct, less operational depth."
CY-2024,CD00094,SR2024-21,True,3,Open to relocation.
CY-2024,CD00094,SR2024-05,True,5,Good moderation.
CY-2024,CD00094,SR2024-14,True,4,Standout cultural fit for the client.
CY-2024,CD00094,SR2024-17,True,4,Strong speakers.
CY-2024,CD00094,SR2024-09,True,4,Too salesy.
CY-2024,CD00094,SR2024-20,True,4,More examples needed.
CY-2024,CD00094,SR2024-01,True,3,Compensation expectation aligned.
CY-2025,CD00066,SR2025-18,True,4,Great insights on AI.
CY-2025,CD00066,SR2025-10,True,5,Fit for international remit.
CY-2025,CD00066,SR2025-04,True,3,More examples needed.
CY-2025,CD00066,SR2025-13,True,5,Lost out at final stage — wants to stay in touch.
